head_of_department_code,head_of_account,head_of_account_description,detail_head,detail_head_description,plan_code,voted_charged,year,value,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30502,Other Contingencies,SSSC,Voted,2021-2022,40,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31901,Purchase,SSSC,Voted,2021-2022,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33304,Contract Payment,SSSC,Voted,2021-2022,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30802,Exhibition,SSSC,Voted,2021-2022,1104,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30903,Grants for Specific Schemes,SSSC,Voted,2021-2022,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31101,Individual Based Subsidy,SSSC,Voted,2021-2022,482,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),32401,Materials and Supplies,SSSC,Voted,2021-2022,0,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33303,Special Service,SSSC,Voted,2021-2022,76,
502,240200793UB,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),37201,Training,SSSC,Voted,2021-2022,6034,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30502,Other Contingencies,SSSC,Voted,2021-2022,27,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31901,Purchase,SSSC,Voted,2021-2022,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33304,Contract Payment,SSSC,Voted,2021-2022,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30802,Exhibition,SSSC,Voted,2021-2022,736,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2021-2022,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31101,Individual Based Subsidy,SSSC,Voted,2021-2022,323,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,32401,Materials and Supplies,SSSC,Voted,2021-2022,0,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33303,Special Service,SSSC,Voted,2021-2022,51,
502,240200793UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,37201,Training,SSSC,Voted,2021-2022,4045,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30502,Other Contingencies,SSSC,Voted,2021-2022,20,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31901,Purchase,SSSC,Voted,2021-2022,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33304,Contract Payment,SSSC,Voted,2021-2022,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30802,Exhibition,SSSC,Voted,2021-2022,98,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),30903,Grants for Specific Schemes,SSSC,Voted,2021-2022,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),31101,Individual Based Subsidy,SSSC,Voted,2021-2022,84,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),32401,Materials and Supplies,SSSC,Voted,2021-2022,0,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),33303,Special Service,SSSC,Voted,2021-2022,4,
502,240200794UA,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),37201,Training,SSSC,Voted,2021-2022,250,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30502,Other Contingencies,SSSC,Voted,2021-2022,13,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31901,Purchase,SSSC,Voted,2021-2022,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33304,Contract Payment,SSSC,Voted,2021-2022,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30802,Exhibition,SSSC,Voted,2021-2022,65,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2021-2022,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,31101,Individual Based Subsidy,SSSC,Voted,2021-2022,57,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,32401,Materials and Supplies,SSSC,Voted,2021-2022,0,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,33303,Special Service,SSSC,Voted,2021-2022,3,
502,240200794UC,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA) - State Share,37201,Training,SSSC,Voted,2021-2022,170,
502,240200911UT,Soil Health Card (SHC) under National Mission on Sustainable Agriculture (NMSA),37702,Recoveries of Overpayments / Remittance of excess drawals,SSSC,Voted,2021-2022,-75,
502,241501004BE,Production and Distribution of Blue Green Algae,30101,Pay,SE,Voted,2021-2022,582,
502,241501004BE,Production and Distribution of Blue Green Algae,30102,Medical Allowance,SE,Voted,2021-2022,4,
502,241501004BE,Production and Distribution of Blue Green Algae,30103,Medical Charges,SE,Voted,2021-2022,0,
502,241501004BE,Production and Distribution of Blue Green Algae,30104,Other Allowances,SE,Voted,2021-2022,0,
502,241501004BE,Production and Distribution of Blue Green Algae,30106,House Rent Allowance,SE,Voted,2021-2022,34,
502,241501004BE,Production and Distribution of Blue Green Algae,30107,Travel Concession,SE,Voted,2021-2022,0,
502,241501004BE,Production and Distribution of Blue Green Algae,30108,City Compensatory Allowance,SE,Voted,2021-2022,0,
502,241501004BE,Production and Distribution of Blue Green Algae,30301,Dearness Allowance,SE,Voted,2021-2022,110,
502,241501004BE,Production and Distribution of Blue Green Algae,30401,Tour Travelling Allowances,SE,Voted,2021-2022,0,
502,241501004BE,Production and Distribution of Blue Green Algae,30402,Transfer Travelling Allowances,SE,Voted,2021-2022,0,
502,241501004BE,Production and Distribution of Blue Green Algae,30502,Other Contingencies,SE,Voted,2021-2022,3,
502,241501004BE,Production and Distribution of Blue Green Algae,31903,Maintenance,SE,Voted,2021-2022,3,
502,241501004BE,Production and Distribution of Blue Green Algae,33304,Contract Payment,SE,Voted,2021-2022,0,
502,241501004BE,Production and Distribution of Blue Green Algae,34901,Festival Advances-Debit,SE,Voted,2021-2022,10,
502,241501004BE,Production and Distribution of Blue Green Algae,34902,Festival Advances-Credit,SE,Voted,2021-2022,-13,
502,241501004BE,Production and Distribution of Blue Green Algae,35901,Prizes and Awards,SE,Voted,2021-2022,0,
502,241501004BE,Production and Distribution of Blue Green Algae,37301,Transport Charges,SE,Voted,2021-2022,448,
502,241501004BE,Production and Distribution of Blue Green Algae,30201,Wages,SE,Voted,2021-2022,145,
502,241501004BE,Production and Distribution of Blue Green Algae,36901,Procurement of Agricultural Inputs,SE,Voted,2021-2022,1391,
502,241501004BF,Sugarcane Research Station,30101,Pay,SE,Voted,2021-2022,0,
502,241501004BF,Sugarcane Research Station,30104,Other Allowances,SE,Voted,2021-2022,0,
502,241501004BF,Sugarcane Research Station,30106,House Rent Allowance,SE,Voted,2021-2022,0,
502,241501004BF,Sugarcane Research Station,30301,Dearness Allowance,SE,Voted,2021-2022,0,
502,241501004BF,Sugarcane Research Station,34901,Festival Advances-Debit,SE,Voted,2021-2022,0,
502,241501004BF,Sugarcane Research Station,34902,Festival Advances-Credit,SE,Voted,2021-2022,0,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,30502,Other Contingencies,SE,Voted,2021-2022,108,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,30504,Service Postage & Postal Expenditure,SE,Voted,2021-2022,30,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,33304,Contract Payment,SE,Voted,2021-2022,0,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,34501,"Petroleum, Oil and Lubricant",SE,Voted,2021-2022,0,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,30503,Electricity Charges,SE,Voted,2021-2022,97,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,30801,Advertisement Charges,SE,Voted,2021-2022,642,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,32401,Materials and Supplies,SE,Voted,2021-2022,11952,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,37301,Transport Charges,SE,Voted,2021-2022,4789,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,30201,Wages,SE,Voted,2021-2022,6673,
502,241501004JH,Preparation and Distribution of micro-nutrient-mixture of groundnut,36901,Procurement of Agricultural Inputs,SE,Voted,2021-2022,161799,
502,241501120AC,"Grants to Sri Ramakrishna Mission Vidyalaya, Coimbatore",30901,Grants for Current Expenditure,SE,Voted,2021-2022,9360,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30101,Pay,SE,Voted,2021-2022,1369,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30102,Medical Allowance,SE,Voted,2021-2022,3,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30103,Medical Charges,SE,Voted,2021-2022,0,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30104,Other Allowances,SE,Voted,2021-2022,0,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30106,House Rent Allowance,SE,Voted,2021-2022,96,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30107,Travel Concession,SE,Voted,2021-2022,0,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30108,City Compensatory Allowance,SE,Voted,2021-2022,14,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30301,Dearness Allowance,SE,Voted,2021-2022,265,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30401,Tour Travelling Allowances,SE,Voted,2021-2022,0,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30402,Transfer Travelling Allowances,SE,Voted,2021-2022,0,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,30502,Other Contingencies,SE,Voted,2021-2022,8,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,31903,Maintenance,SE,Voted,2021-2022,0,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,34501,"Petroleum, Oil and Lubricant",SE,Voted,2021-2022,35,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,34901,Festival Advances-Debit,SE,Voted,2021-2022,0,
502,241501120AF,Remote Sensing Application Mission Project for  Crop Acreage and Crop Production Estimation in Tamil Nadu,34902,Festival Advances-Credit,SE,Voted,2021-2022,-4,
502,241501277JB,Reimbursement of Tuition Fees for First Generation Graduates,31209,Others,SE,Voted,2021-2022,0,
502,243501101AA,Administration of Fertilizer Control Order,30101,Pay,SE,Voted,2021-2022,43642,
502,243501101AA,Administration of Fertilizer Control Order,30102,Medical Allowance,SE,Voted,2021-2022,257,
502,243501101AA,Administration of Fertilizer Control Order,30103,Medical Charges,SE,Voted,2021-2022,0,
502,243501101AA,Administration of Fertilizer Control Order,30104,Other Allowances,SE,Voted,2021-2022,412,
502,243501101AA,Administration of Fertilizer Control Order,30106,House Rent Allowance,SE,Voted,2021-2022,2274,
502,243501101AA,Administration of Fertilizer Control Order,30107,Travel Concession,SE,Voted,2021-2022,0,
502,243501101AA,Administration of Fertilizer Control Order,30108,City Compensatory Allowance,SE,Voted,2021-2022,192,
502,243501101AA,Administration of Fertilizer Control Order,30301,Dearness Allowance,SE,Voted,2021-2022,28780,
502,243501101AA,Administration of Fertilizer Control Order,30401,Tour Travelling Allowances,SE,Voted,2021-2022,362,
502,243501101AA,Administration of Fertilizer Control Order,30402,Transfer Travelling Allowances,SE,Voted,2021-2022,0,
502,243501101AA,Administration of Fertilizer Control Order,30501,Telephone Charges,SE,Voted,2021-2022,12,
502,243501101AA,Administration of Fertilizer Control Order,30502,Other Contingencies,SE,Voted,2021-2022,339,
502,243501101AA,Administration of Fertilizer Control Order,30504,Service Postage & Postal Expenditure,SE,Voted,2021-2022,100,
502,243501101AA,Administration of Fertilizer Control Order,31903,Maintenance,SE,Voted,2021-2022,48,
502,243501101AA,Administration of Fertilizer Control Order,32102,Maintenance of Functional Vehicles,SE,Voted,2021-2022,2,
502,243501101AA,Administration of Fertilizer Control Order,33301,Pleaders Fees,SE,Voted,2021-2022,0,
502,243501101AA,Administration of Fertilizer Control Order,33304,Contract Payment,SE,Voted,2021-2022,0,
502,243501101AA,Administration of Fertilizer Control Order,34501,"Petroleum, Oil and Lubricant",SE,Voted,2021-2022,77,
502,243501101AA,Administration of Fertilizer Control Order,34901,Festival Advances-Debit,SE,Voted,2021-2022,540,
502,243501101AA,Administration of Fertilizer Control Order,34902,Festival Advances-Credit,SE,Voted,2021-2022,-523,
502,243501101AA,Administration of Fertilizer Control Order,35901,Prizes and Awards,SE,Voted,2021-2022,2,
502,243501101AA,Administration of Fertilizer Control Order,37602,Maintenance,SE,Voted,2021-2022,52,
502,243501101AA,Administration of Fertilizer Control Order,37603,Stationery,SE,Voted,2021-2022,37,
502,243501101AA,Administration of Fertilizer Control Order,30503,Electricity Charges,SE,Voted,2021-2022,286,
502,243501101AA,Administration of Fertilizer Control Order,30602,Property tax,SE,Voted,2021-2022,19,
502,243501101AA,Administration of Fertilizer Control Order,30603,Water Charges,SE,Voted,2021-2022,5,
502,243501101AA,Administration of Fertilizer Control Order,30701,Publications,SE,Voted,2021-2022,1,
502,243501101AA,Administration of Fertilizer Control Order,34601,"Clothing, Tentage and Stores",SE,Voted,2021-2022,14,
502,243501101AA,Administration of Fertilizer Control Order,30601,Rent,SE,Voted,2021-2022,0,
502,243501101AA,Administration of Fertilizer Control Order,30801,Advertisement Charges,SE,Voted,2021-2022,15,
502,243501101AA,Administration of Fertilizer Control Order,32401,Materials and Supplies,SE,Voted,2021-2022,847,
502,243501101AA,Administration of Fertilizer Control Order,34701,Stores,SE,Voted,2021-2022,42,
502,243501101AA,Administration of Fertilizer Control Order,37301,Transport Charges,SE,Voted,2021-2022,121,
502,243501101AA,Administration of Fertilizer Control Order,30201,Wages,SE,Voted,2021-2022,1128,
502,243501101AA,Administration of Fertilizer Control Order,31002,Insurance Premium,SE,Voted,2021-2022,88,
502,243501102AN,Quality Control Laboratory for Bio Fertilizers,30101,Pay,SE,Voted,2021-2022,1038,
502,243501102AN,Quality Control Laboratory for Bio Fertilizers,30102,Medical Allowance,SE,Voted,2021-2022,10,
502,243501102AN,Quality Control Laboratory for Bio Fertilizers,30103,Medical Charges,SE,Voted,2021-2022,0,
